edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 6), (6, 1), (1, 4), (1, 6), (4, 7), (1, 0), (4, 5), (2, 0), (5, 4), (5, 5), (6, 3), (2, 1), (4, 4), (5, 5), (2, 4), (3, 2), (5, 0), (5, 5), (6, 3), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'mother_in_law_of', 'grandson_of', 'living_in_same_place', 'living_in', 'living_in_same_place', 'uncle_of', 'living_in_same_place', 'daughter_of', 'is_underage', 'living_in_same_place', 'husband_of', 'no_sons', 'no_sons', 'parent_in_law_of', 'sister_in_law_of', 'child_of', 'no_daughters', 'sister_in_law_of', 'sibling_of']","(3, 2)","['sister_in_law_of', 'sibling_in_law_of', 'aunt_of', 'aunt_or_uncle_of', 'living_in_same_place']",9
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (2, 5), (3, 1), (2, 1), (2, 4), (5, 3), (0, 4), (2, 2), (4, 4), (5, 5), (2, 5), (0, 4), (2, 3), (5, 1), (4, 2), (3, 3), (0, 0), (5, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'wife_of', 'son_in_law_of', 'sibling_of', 'parent_of', 'husband_of', 'son_of', 'no_sisters', 'is_female', 'no_sisters', 'sibling_in_law_of', 'living_in_same_place', 'colleague_of', 'grandfather_of', 'mother_in_law_of', 'no_sons', 'is_underage', 'aunt_or_uncle_of']","(3, 0)","['grandparent_of', 'grandfather_of', 'sibling_in_law_of', 'maternal_grandparent_of', 'brother_in_law_of']",29
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 6), (6, 1), (1, 4), (1, 6), (4, 7), (1, 0), (4, 5), (2, 0), (5, 4), (5, 5), (6, 3), (2, 1), (4, 4), (5, 5), (2, 4), (3, 2), (5, 0), (5, 5), (6, 3), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'mother_in_law_of', 'grandson_of', 'living_in_same_place', 'living_in', 'living_in_same_place', 'uncle_of', 'living_in_same_place', 'daughter_of', 'is_underage', 'living_in_same_place', 'husband_of', 'no_sons', 'no_sons', 'parent_in_law_of', 'sister_in_law_of', 'child_of', 'no_daughters', 'sister_in_law_of', 'sibling_of']","(2, 0)","['living_in_same_place', 'grandson_of', 'grandchild_of']",9
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (2, 5), (3, 1), (2, 1), (2, 4), (5, 3), (0, 4), (2, 2), (4, 4), (5, 5), (2, 5), (0, 4), (2, 3), (5, 1), (4, 2), (3, 3), (0, 0), (5, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'wife_of', 'son_in_law_of', 'sibling_of', 'parent_of', 'husband_of', 'son_of', 'no_sisters', 'is_female', 'no_sisters', 'sibling_in_law_of', 'living_in_same_place', 'colleague_of', 'grandfather_of', 'mother_in_law_of', 'no_sons', 'is_underage', 'aunt_or_uncle_of']","(4, 1)","['maternal_aunt_or_uncle_of', 'living_in_same_place', 'grandchild_of', 'aunt_or_uncle_of', 'nibling_of', 'aunt_of', 'niece_of', 'granddaughter_of']",29
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 2), (0, 1), (2, 0), (5, 2), (2, 0), (4, 2), (6, 5), (6, 0), (3, 4), (0, 0), (6, 3), (3, 3), (6, 5), (3, 2), (1, 0), (3, 3), (1, 6), (4, 3), (5, 5), (3, 7), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sibling_in_law_of', 'son_of', 'nibling_of', 'daughter_of', 'child_of', 'sister_in_law_of', 'husband_of', 'brother_of', 'daughter_in_law_of', 'no_daughters', 'brother_of', 'is_underage', 'child_in_law_of', 'grandchild_of', 'sibling_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'maternal_grandparent_of', 'no_sons', 'living_in', 'no_daughters']","(4, 4)","['no_daughters', 'is_female']",42
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 2), (0, 3), (1, 0), (5, 1), (3, 3), (1, 2), (2, 2), (3, 2), (5, 1), (2, 5), (3, 2), (0, 0), (4, 1), (3, 6), (5, 5), (2, 2), (4, 5), (2, 1), (5, 5), (2, 1), (4, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nibling_of', 'daughter_of', 'sibling_of', 'school_mates_with', 'no_sons', 'grandchild_of', 'is_male', 'daughter_of', 'nephew_of', 'father_of', 'daughter_in_law_of', 'is_underage', 'living_in_same_place', 'living_in', 'no_brothers', 'no_sisters', 'mother_of', 'nephew_of', 'no_sons', 'brother_in_law_of', 'sibling_of']","(3, 4)","['aunt_or_uncle_of', 'daughter_of', 'sister_of', 'child_of', 'aunt_of', 'living_in_same_place', 'granddaughter_of', 'grandchild_of', 'sibling_of']",15
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (1, 0), (1, 5), (5, 1), (2, 1), (1, 0), (5, 4), (4, 5), (0, 5), (2, 4), (5, 3), (2, 0), (2, 2), (2, 3), (5, 6), (4, 2), (3, 3), (3, 5), (5, 5), (3, 0), (3, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'aunt_of', 'living_in_same_place', 'uncle_of', 'parent_in_law_of', 'grandfather_of', 'living_in_same_place', 'niece_of', 'sibling_of', 'living_in_same_place', 'living_in_same_place', 'no_brothers', 'son_of', 'living_in', 'parent_of', 'is_male', 'brother_in_law_of', 'no_daughters', 'sibling_of', 'husband_of']","(4, 2)","['parent_of', 'nibling_of', 'mother_of', 'sister_of', 'child_of', 'living_in_same_place', 'sibling_of', 'grandparent_of', 'daughter_of', 'grandchild_of', 'grandmother_of', 'aunt_or_uncle_of', 'maternal_aunt_of', 'granddaughter_of', 'niece_of', 'aunt_of']",40
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (2, 0), (2, 2), (2, 1), (4, 4), (3, 0), (1, 1), (5, 2), (1, 4), (1, 3), (2, 3), (1, 6), (5, 3), (0, 4), (4, 3), (0, 5), (5, 1), (5, 1), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'living_in_same_place', 'child_of', 'no_sisters', 'niece_of', 'is_underage', 'father_in_law_of', 'is_male', 'school_mates_with', 'living_in_same_place', 'living_in_same_place', 'aunt_or_uncle_of', 'living_in', 'brother_of', 'sister_in_law_of', 'sibling_of', 'aunt_of', 'paternal_uncle_of', 'child_of', 'no_brothers', 'no_daughters']","(0, 1)",['living_in_same_place'],24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (6, 1), (1, 2), (1, 1), (2, 6), (3, 2), (0, 6), (0, 2), (0, 7), (0, 5), (0, 1), (0, 4), (2, 2), (2, 0), (1, 2), (4, 2), (4, 2), (2, 2), (1, 3), (6, 5), (5, 4), (3, 1), (0, 0), (0, 1), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'mother_in_law_of', 'no_brothers', 'grandfather_of', 'sister_in_law_of', 'colleague_of', 'grandchild_of', 'living_in', 'husband_of', 'living_in_same_place', 'living_in_same_place', 'no_daughters', 'husband_of', 'grandchild_of', 'living_in_same_place', 'parent_of', 'no_brothers', 'living_in_same_place', 'father_in_law_of', 'living_in_same_place', 'wife_of', 'no_sisters', 'grandchild_of', 'is_male']","(0, 3)","['living_in_same_place', 'child_of', 'grandchild_of', 'grandson_of', 'son_of']",28
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (3, 2), (2, 6), (2, 4), (2, 5), (0, 2), (5, 4), (2, 2), (5, 5), (4, 0), (3, 1), (0, 3), (3, 4), (3, 3), (5, 0), (0, 5), (1, 1), (5, 4), (1, 1), (4, 5), (0, 0), (5, 1), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in_same_place', 'living_in', 'daughter_of', 'living_in_same_place', 'living_in_same_place', 'brother_of', 'is_underage', 'no_sisters', 'son_of', 'living_in_same_place', 'mother_of', 'grandparent_of', 'no_daughters', 'child_in_law_of', 'sibling_in_law_of', 'no_sisters', 'parent_in_law_of', 'no_brothers', 'son_of', 'no_brothers', 'grandson_of', 'parent_in_law_of']","(1, 2)",['living_in_same_place'],32
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 2), (0, 3), (1, 3), (1, 0), (5, 3), (5, 4), (5, 6), (5, 3), (4, 4), (4, 2), (3, 3), (0, 0), (4, 2), (2, 2), (5, 3), (1, 1), (3, 5), (4, 1), (6, 5), (2, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'school_mates_with', 'son_of', 'living_in_same_place', 'sister_of', 'husband_of', 'living_in_same_place', 'living_in', 'grandparent_of', 'is_underage', 'son_in_law_of', 'is_male', 'no_sons', 'school_mates_with', 'is_female', 'father_in_law_of', 'no_sisters', 'parent_in_law_of', 'sibling_in_law_of', 'maternal_aunt_or_uncle_of', 'daughter_in_law_of', 'no_daughters']","(0, 1)","['living_in_same_place', 'brother_of', 'aunt_or_uncle_of', 'sibling_of', 'nibling_of', 'uncle_of', 'nephew_of']",12
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 3), (3, 2), (3, 3), (1, 3), (3, 3), (3, 1), (0, 2), (3, 2), (1, 3), (1, 4), (3, 2), (2, 2), (0, 1), (0, 0), (2, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'grandfather_of', 'no_daughters', 'living_in_same_place', 'no_sisters', 'father_of', 'mother_in_law_of', 'brother_in_law_of', 'parent_of', 'living_in', 'sibling_of', 'is_underage', 'living_in_same_place', 'no_sisters', 'sibling_of']","(3, 4)",['living_in'],25
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 3), (4, 0), (5, 3), (3, 4), (5, 1), (2, 3), (3, 4), (3, 1), (2, 3), (4, 0), (1, 1), (0, 0), (2, 2), (4, 5), (5, 4), (3, 3), (1, 5), (2, 2), (0, 2), (0, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_in_law_of', 'niece_of', 'husband_of', 'mother_in_law_of', 'sibling_in_law_of', 'child_in_law_of', 'grandparent_of', 'grandmother_of', 'son_of', 'parent_of', 'is_female', 'no_sisters', 'is_underage', 'aunt_or_uncle_of', 'living_in_same_place', 'no_daughters', 'living_in_same_place', 'no_daughters', 'living_in_same_place', 'sibling_in_law_of']","(0, 5)","['parent_of', 'father_of', 'living_in_same_place']",21
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 3), (4, 2), (2, 5), (3, 4), (5, 2), (3, 0), (1, 4), (4, 1), (3, 5), (3, 6), (6, 7), (1, 2), (2, 3), (5, 5), (2, 6), (5, 5), (4, 6), (3, 3), (5, 5), (4, 1), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'sister_of', 'grandmother_of', 'school_mates_with', 'aunt_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in', 'grandchild_of', 'sibling_of', 'no_daughters', 'grandson_of', 'no_sisters', 'sibling_of', 'no_sisters', 'no_brothers', 'child_of', 'no_sisters']","(0, 2)",['living_in_same_place'],35
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (2, 0), (2, 2), (2, 1), (4, 4), (3, 0), (1, 1), (5, 2), (1, 4), (1, 3), (2, 3), (1, 6), (5, 3), (0, 4), (4, 3), (0, 5), (5, 1), (5, 1), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'living_in_same_place', 'child_of', 'no_sisters', 'niece_of', 'is_underage', 'father_in_law_of', 'is_male', 'school_mates_with', 'living_in_same_place', 'living_in_same_place', 'aunt_or_uncle_of', 'living_in', 'brother_of', 'sister_in_law_of', 'sibling_of', 'aunt_of', 'paternal_uncle_of', 'child_of', 'no_brothers', 'no_daughters']","(3, 1)","['nephew_of', 'nibling_of', 'child_of', 'living_in_same_place', 'son_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (2, 5), (3, 1), (2, 1), (2, 4), (5, 3), (0, 4), (2, 2), (4, 4), (5, 5), (2, 5), (0, 4), (2, 3), (5, 1), (4, 2), (3, 3), (0, 0), (5, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'wife_of', 'son_in_law_of', 'sibling_of', 'parent_of', 'husband_of', 'son_of', 'no_sisters', 'is_female', 'no_sisters', 'sibling_in_law_of', 'living_in_same_place', 'colleague_of', 'grandfather_of', 'mother_in_law_of', 'no_sons', 'is_underage', 'aunt_or_uncle_of']","(3, 1)","['son_in_law_of', 'child_in_law_of', 'grandfather_of', 'grandparent_of', 'maternal_grandparent_of']",29
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (1, 5), (5, 3), (2, 5), (3, 1), (5, 5), (0, 1), (4, 1), (0, 2), (3, 2), (1, 1), (5, 5), (2, 2), (4, 2), (1, 3), (1, 3), (0, 6), (4, 5), (4, 0), (5, 2), (3, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'son_of', 'father_of', 'son_of', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'sister_of', 'grandfather_of', 'no_daughters', 'no_sons', 'no_daughters', 'sibling_of', 'niece_of', 'mother_in_law_of', 'living_in', 'grandfather_of', 'grandson_of', 'maternal_grandparent_of', 'maternal_aunt_or_uncle_of']","(5, 3)","['son_of', 'child_of', 'living_in_same_place']",19
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 2), (1, 0), (0, 2), (3, 1), (1, 1), (5, 0), (0, 0), (1, 0), (1, 1), (5, 2), (5, 2), (3, 2), (1, 0), (2, 4), (2, 2), (4, 0), (6, 2), (3, 0), (3, 7), (6, 6), (1, 2), (6, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'sister_in_law_of', 'grandfather_of', 'nephew_of', 'no_sisters', 'parent_of', 'no_sisters', 'wife_of', 'no_daughters', 'wife_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'son_of', 'living_in_same_place', 'father_of', 'living_in', 'no_brothers', 'parent_of', 'maternal_aunt_or_uncle_of']","(2, 7)",['living_in'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 2), (0, 3), (1, 3), (1, 0), (5, 3), (5, 4), (5, 6), (5, 3), (4, 4), (4, 2), (3, 3), (0, 0), (4, 2), (2, 2), (5, 3), (1, 1), (3, 5), (4, 1), (6, 5), (2, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'school_mates_with', 'son_of', 'living_in_same_place', 'sister_of', 'husband_of', 'living_in_same_place', 'living_in', 'grandparent_of', 'is_underage', 'son_in_law_of', 'is_male', 'no_sons', 'school_mates_with', 'is_female', 'father_in_law_of', 'no_sisters', 'parent_in_law_of', 'sibling_in_law_of', 'maternal_aunt_or_uncle_of', 'daughter_in_law_of', 'no_daughters']","(3, 6)",['living_in'],12
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 2), (0, 1), (2, 0), (5, 2), (2, 0), (4, 2), (6, 5), (6, 0), (3, 4), (0, 0), (6, 3), (3, 3), (6, 5), (3, 2), (1, 0), (3, 3), (1, 6), (4, 3), (5, 5), (3, 7), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sibling_in_law_of', 'son_of', 'nibling_of', 'daughter_of', 'child_of', 'sister_in_law_of', 'husband_of', 'brother_of', 'daughter_in_law_of', 'no_daughters', 'brother_of', 'is_underage', 'child_in_law_of', 'grandchild_of', 'sibling_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'maternal_grandparent_of', 'no_sons', 'living_in', 'no_daughters']","(1, 7)",['living_in'],42
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 2), (0, 1), (2, 0), (5, 2), (2, 0), (4, 2), (6, 5), (6, 0), (3, 4), (0, 0), (6, 3), (3, 3), (6, 5), (3, 2), (1, 0), (3, 3), (1, 6), (4, 3), (5, 5), (3, 7), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sibling_in_law_of', 'son_of', 'nibling_of', 'daughter_of', 'child_of', 'sister_in_law_of', 'husband_of', 'brother_of', 'daughter_in_law_of', 'no_daughters', 'brother_of', 'is_underage', 'child_in_law_of', 'grandchild_of', 'sibling_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'maternal_grandparent_of', 'no_sons', 'living_in', 'no_daughters']","(2, 6)","['maternal_grandparent_of', 'paternal_aunt_or_uncle_of', 'paternal_uncle_of', 'grandparent_of', 'grandfather_of', 'father_in_law_of', 'parent_in_law_of', 'aunt_or_uncle_of', 'nephew_of', 'nibling_of', 'uncle_of']",42
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 0), (0, 0), (3, 4), (3, 3), (2, 3), (0, 4), (0, 0), (4, 2), (2, 2), (5, 6), (6, 2), (4, 0), (0, 6), (4, 4), (2, 5), (1, 5), (6, 3), (6, 0), (5, 4), (5, 2), (3, 7), (1, 1), (3, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'niece_of', 'no_sisters', 'son_of', 'is_underage', 'living_in_same_place', 'sibling_in_law_of', 'is_male', 'spouse_of', 'is_male', 'grandfather_of', 'child_of', 'daughter_of', 'child_of', 'no_daughters', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'spouse_of', 'spouse_of', 'living_in', 'is_female', 'grandchild_of']","(1, 3)",['living_in_same_place'],56
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 6), (2, 0), (1, 2), (3, 1), (1, 4), (5, 0), (5, 4), (0, 3), (3, 3), (0, 3), (0, 5), (2, 1), (1, 5), (4, 5), (1, 0), (5, 0), (0, 0), (2, 1), (2, 3), (4, 4), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'son_of', 'is_male', 'nibling_of', 'nephew_of', 'son_in_law_of', 'sibling_of', 'grandmother_of', 'sibling_of', 'son_of', 'no_daughters', 'brother_in_law_of', 'father_of', 'no_sons', 'son_of']","(1, 4)","['living_in_same_place', 'grandchild_of', 'grandson_of']",44
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 4), (5, 3), (2, 1), (6, 3), (2, 1), (3, 7), (3, 1), (5, 2), (4, 4), (2, 2), (0, 2), (1, 5), (4, 6), (2, 0), (4, 4), (4, 5), (1, 6), (4, 3), (2, 2), (3, 5), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_of', 'child_in_law_of', 'niece_of', 'school_mates_with', 'child_of', 'living_in', 'living_in_same_place', 'grandmother_of', 'no_sons', 'is_underage', 'son_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'father_of', 'paternal_grandfather_of', 'sibling_in_law_of', 'no_daughters', 'sister_of', 'is_underage', 'no_brothers']","(0, 5)",['living_in_same_place'],17
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 3), (4, 2), (2, 5), (3, 4), (5, 2), (3, 0), (1, 4), (4, 1), (3, 5), (3, 6), (6, 7), (1, 2), (2, 3), (5, 5), (2, 6), (5, 5), (4, 6), (3, 3), (5, 5), (4, 1), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'sister_of', 'grandmother_of', 'school_mates_with', 'aunt_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in', 'grandchild_of', 'sibling_of', 'no_daughters', 'grandson_of', 'no_sisters', 'sibling_of', 'no_sisters', 'no_brothers', 'child_of', 'no_sisters']","(1, 2)","['grandchild_of', 'parent_of', 'paternal_aunt_or_uncle_of', 'mother_of', 'aunt_or_uncle_of', 'granddaughter_of', 'maternal_aunt_of', 'living_in_same_place', 'aunt_of']",35
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (3, 6), (2, 5), (3, 2), (0, 2), (3, 5), (0, 4), (4, 1), (3, 1), (5, 5), (0, 5), (2, 5), (3, 3), (3, 1), (3, 4), (2, 3), (3, 3), (1, 4), (3, 2), (1, 5), (4, 3), (1, 1), (5, 5), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'brother_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'grandparent_of', 'is_female', 'sister_in_law_of', 'parent_in_law_of', 'no_sons', 'spouse_of', 'brother_of', 'parent_of', 'no_sisters', 'son_in_law_of', 'uncle_of', 'son_in_law_of', 'grandson_of', 'no_brothers', 'no_brothers', 'no_brothers']","(5, 1)","['mother_in_law_of', 'parent_in_law_of', 'living_in_same_place']",51
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 2), (0, 1), (2, 0), (5, 2), (2, 0), (4, 2), (6, 5), (6, 0), (3, 4), (0, 0), (6, 3), (3, 3), (6, 5), (3, 2), (1, 0), (3, 3), (1, 6), (4, 3), (5, 5), (3, 7), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sibling_in_law_of', 'son_of', 'nibling_of', 'daughter_of', 'child_of', 'sister_in_law_of', 'husband_of', 'brother_of', 'daughter_in_law_of', 'no_daughters', 'brother_of', 'is_underage', 'child_in_law_of', 'grandchild_of', 'sibling_of', 'no_sisters', 'maternal_aunt_or_uncle_of', 'maternal_grandparent_of', 'no_sons', 'living_in', 'no_daughters']","(0, 3)","['nephew_of', 'paternal_uncle_of', 'nibling_of', 'brother_of', 'sibling_of', 'uncle_of', 'aunt_or_uncle_of']",42
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (3, 4), (4, 3), (4, 3), (0, 4), (4, 3), (0, 0), (0, 0), (0, 1), (5, 4), (3, 2), (1, 1), (0, 0), (4, 2), (5, 1), (2, 1), (1, 2), (0, 3), (0, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'grandfather_of', 'brother_of', 'child_of', 'living_in_same_place', 'no_sisters', 'is_male', 'child_of', 'grandfather_of', 'grandchild_of', 'is_female', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'father_in_law_of', 'wife_of', 'son_of', 'living_in']","(0, 1)","['child_of', 'living_in_same_place', 'sibling_in_law_of', 'grandchild_of', 'grandson_of', 'nibling_of', 'brother_in_law_of', 'son_of', 'nephew_of']",48
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 4), (5, 3), (2, 1), (6, 3), (2, 1), (3, 7), (3, 1), (5, 2), (4, 4), (2, 2), (0, 2), (1, 5), (4, 6), (2, 0), (4, 4), (4, 5), (1, 6), (4, 3), (2, 2), (3, 5), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_of', 'child_in_law_of', 'niece_of', 'school_mates_with', 'child_of', 'living_in', 'living_in_same_place', 'grandmother_of', 'no_sons', 'is_underage', 'son_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'father_of', 'paternal_grandfather_of', 'sibling_in_law_of', 'no_daughters', 'sister_of', 'is_underage', 'no_brothers']","(5, 7)",['living_in'],17
